pJX8xiftB4jJPjmQkrD4G4fCTujLZajPXyek6PzPFVF6DoE,2022-04-14T18:18:54.226,TAI,sa://0,438989413940000,487799999996
sjVutJ32RxL8CnrTGG8nnZnMrPBAgQMRTfxCUcPprunk43P,2022-04-16T04:23:24.102,TAI,sa://0,76999999999894,84693380236
qrKh9J1e65LY8Yn9uSNberU5HRJt3Ad5wkzeYtTLm9MiwgF,2022-04-09T19:41:12.288,TAI,sa://0,14962468030000,21091979988
pZrQTvTF21wVJCkmqU9G36bq1iGc1VTw9WSr9s5J7tmtdTj,2022-04-09T21:25:48.609,TAI,sa://0,1994003210000,2809889990
os2dwQMLLzm37LZmzCRAp9CPHMfycynT3BpRNdu2717QkPa,2022-04-10T12:43:48.198,TAI,sa://0,14960868250000,20986979998
rycMPo28Bv6E4wDzNMFjdihzyfypFHit2JCBfGcidAt2BEg,2022-03-28T19:26:42.264,TAI,sa://0,4999999999644,10315600676
p5voAPsubXCxfjjyEXbhy86XqQBDcMio7bNw2ondkSNmFCM,2022-03-23T13:50:42.355,TAI,sa://0,29999995858636,52841650000
qoVVSG1AjUPMHhEwU3kE7wSavDEQRsjQqxNC8msipezAuFi,2022-03-25T21:09:42.396,TAI,sa://0,229986558390000,336440349994
qUvFn9zWeNSEgGpkXR5tR2d6usa3MwPXHvChrNGiwgBSJz5,2022-04-21T16:40:18.635,TAI,sa://0,871921750696445,985434900000
pu4h5PPMgibpa3SpqdJa6wX9oLnqAm5J6rCPgsXz28Bb5ek,2022-03-25T09:36:54.275,TAI,sa://0,14956703060000,21471069987
sCziFvfrNbw5HaeQcJno1e1nKWypFq5bz4pHLbnm6M5GLeP,2022-03-23T21:09:36.675,TAI,sa://0,69733115610000,101517489998
rc1Qe5pxovBo3YkuHGdkeQjuifaYM4JbTAzB9ggk8CmSQjD,2022-03-23T07:31:12.452,TAI,sa://0,199894412401041,86332630000
pA7vPcT2uYB3oHJSGrLX3V1Ek1Vgz2ULNKrShBYGpJmsXuP,2022-03-23T07:06:06.433,TAI,sa://0,334987445285880,100000000000
t1N8Hbo8F5RRdCXx2nU9jNBV53oo9BqrhmZ2wW3z7JPcoFi,2022-04-10T19:03:00.622,TAI,sa://0,14955414030000,20949569986
tWTKqA4QyQShwtqekw8mTVuVF9umFMxZTt6yYyyiVw4EdJi,2022-04-08T22:31:42.671,TAI,sa://0,14955394020000,21351079481
pimqLTM1M1eRyEqnvGBuJe96KUKX7RzBFoXqZ7hpjhHiT9S,2022-04-08T22:31:42.671,TAI,sa://0,14956185490000,21352209423
s2W7UMxYDFUnw6dhMrA1PK2FxhbdbqxzdRcimdmRT4c2CAQ,2022-04-08T22:31:42.671,TAI,sa://0,14955394380000,21351079995
tpzQKpEKeenDxWaWH91V88PoNM3utSGRV5hERqx7y5xgPb3,2022-03-24T19:20:24.443,TAI,sa://0,40826933374574,56606580000
qyXvsKMADyVFC895S3oZfMj1AL8uZwXj3Dc4RsFUyCrXkuM,2022-03-24T12:56:24.269,TAI,sa://0,14940792450283,22699999999
sUNTkFU4kzWVY2uHVyhys5EbnDfDNuuXypXCnszPj8vgsgc,2022-03-23T08:52:42.315,TAI,sa://0,4779726458150000,6747092556553
rHqKbMNFc3t99fuJhVyA4VpDBr4BNvJeAN7iC7S53YYyC32,2022-03-23T17:09:48.321,TAI,sa://0,48999999999446,84991312221
pA8rmtc2SA7aXHW8DrLEQe6fULLHcsCeaxQnggKiigqAg1z,2022-03-23T09:24:06.137,TAI,sa://0,34964843094001,52627790921
pJX8xiftB4jJPjmQkrD4G4fCTujLZajPXyek6PzPFVF6DoE,2022-04-14T18:17:18.377,TAI,sa://0,5025651239500000,5592322999994
pqhK5TbfGUQdhvvZtLf7UAQNFfDzRFYR73ude6fiUTneEvY,2022-04-07T04:25:31.033,TAI,sa://0,33647652198641,49860606028
s7e2xb6rdhDFF3ApgJargq77zmF9kNmWCaGCVcX51eJptb2,2022-03-31T05:43:30.404,TAI,sa://0,2133908346878,4360110000
s4FSXtANoEpqu4PMZJn1swpwMfs3ebCShRD4Sy3HfxJjcMT,2022-03-23T17:53:30.709,TAI,sa://0,30061953670000,50067769985
qyK7nZ7nj8VYghFAA2ss9pVaLBiedo38aVBf2xZ6Kj6vrdv,2022-03-23T12:48:18.341,TAI,sa://0,29999996001025,48209160000
rHqKbMNFc3t99fuJhVyA4VpDBr4BNvJeAN7iC7S53YYyC32,2022-04-05T20:50:42.467,TAI,sa://0,39889702590000,60851229997
q85c6gpTgrh9tMot638yJqogg5BDons6PJyhPLPW844aH9Y,2022-03-27T18:33:18.389,TAI,sa://0,14956869760000,31404629982
pttX3CwKd85WqwALrvwex7sj2R9m1wDAh3Ars3ey87NXHbb,2022-03-24T11:02:18.156,TAI,sa://0,64722940535452,99756510000
tP7ni9hahFCqWMBVax3NTSamycRRDrG95ypixGYNHESZ7Hq,2022-04-09T22:48:30.124,TAI,sa://0,14955393050000,21060749994
u1M9UKaAQYTa5V6AbF4kpCtQCR7kxQLi4uakq4gj968eeus,2022-04-09T22:48:30.124,TAI,sa://0,14956174170000,21061849997
pXQaY2UH1f77ZYt5joDgDKcYRQyJyeeHtm6yY4w3tUC5qWt,2022-03-23T16:43:42.455,TAI,sa://0,100265391581457,172687490000
