5FUasYsfuch8wVREQAkogn6AsEhYMWGsk18eYdk6J3vLpaNb,500000000,0
5F2LWs7VKtmuSvPryPBtbFeKdvoUhwe9JMkyAVmvDKH6ahQP,500000000,0
5EUyccbkijLiZVNbKiDH679UuarpsL3j7f332AyMfyPJKg5h,500000000,0
5DvnT6fNj2TDvSLfjKvzejGSfDg9uFLv66T4dQFEAp4pBCbj,81933793738654,0
5GHbBm94DJgACYDWxwEEnVLVJPFyi6Ntsfi4SYtgkXtiRsQn,116898754000000,0
5GRMNnMKvUiNtcyk7LmfxYLFgX2So39c25YUZn9AaXyhFSDs,10817405008006,0
5GW6jd4gZUyC1JCVPbfGHihdN65yWXqyG5m9WSA3Mjhmvuxx,0,287096471559
5HEb22kPLnvjfGw4oKsB4mm4m84SggMzqggo8AHoQkZfgocX,500000000,0
5EvbLoTgQu6MiaXhousBcFK4ru2VHeK4mKyAPLLVTrxGcPZW,43256811000000,0
5FZ4VB6HynreCZJg78xwRXnTSo7j8p7W73gt916WVmbkqTeL,1105692382,0
5Cz4nhtcGtvmw5RmiPs4x7qYhtKYqZBKQKTxwKUgg828xnMJ,500000000,0
5CdNiPpg7GkVivHd36AjYoyQq6HNwQt2TD7LDhCGqmFHcwfw,296121408354,0
5GQWnvUdAPQxSK3BTR1M9eLSNDjfVTFM9kKhrYJueLUAtZJ5,1169200000000,0
5DRZg3nXtrW8FqPm1qMuHstvwxT3rE1xvA1JyoeXzw3WQHHt,500000000,0
5CSuucHmQq1BBugtLmUnC9nJzz5WBKiBPzHndK99VKtoKUth,0,186482022420
5HGscGPPaDHMEXfSStx17T7sGSAtmWLWYkLX2ZWpNb3DYshq,216790061429421,0
5DoY5FFannVVG5S6yYiEZbgU1eZEsTYaDMcMnvQ4HH3c3F4p,500000000,0
5GjH7oRQpbBDjf2ouyhnmnHEugNRJAFinPg6XTKRNKiagNP2,500000000,0
5CwBKuDiuP8a1V3FmhQ3KuHU59o6bvNBF5XxrwFufaDNjWke,0,462473211
5DRuqshnZrBiU9uWFSXAwGprj8As8GEhLLpTgEtsg5h4xPuZ,0,219058417127
5EgvwZgL3fSoBd8NzYCp6Y9k1uB81GNooABonUektTjdVPaB,500000000,0
5EXRC9kZtzNmy2RQGtFQ5tubkzkxB5FqskXoYBGgpqM2cPy5,500000000,0
5Egu7njePbxToo5FUacZp9Q8mgEHUWoNgsxWUdMtxMDRse6D,500000000,0
5DyBpFgm7gG7uRZXHGWw1A68v9cYWszqCWLkpetBSnTZebjZ,500000000,0
5DnrjJomQoPo8ZmxVH89gogZjBmrUQs7X4K1hVD6nRyX54rU,500000000,0
5FLEtxqeuezXZDRyJg29VGRVJAw89q7KLQPxyywvBVfSoX1y,500000000,0
5E5HkkcAr1tStw7xZFnbJED3XQsp7nEHCBqbtX1jAcQ7W83w,500000000,0
5F3oKr4j2Zng8TSK3A9jZJUm8tqMPnPnSMA5XF9QkSQBw7Wg,500000000,0
5CDEryDfPLfCY13qo2JgaKs2P45bXZmxysANjfpSj8FTpoei,0,289067658952
5Co8YVMMN3X16QRvNWwUn1sWNDXJhCPMP1qLJ5w881xeMNoo,35110570086124,0
5EvjySrUHifKoUJ6t9MzTBCSFUqwTcpGLUoSfdq3JicLeVKC,268125121000000,0
5DcCtgcinxL1AGw57L5iTRQAJsQ5EfJJuo6o7ACzH3aADM6A,1878624082,0
