t6UFcqRiMQnhgpnRad2EmXsUfJTBHMC3mAxYt1rTVotxtMe,38392621547441,56940253217
so1jMpq6vk9wKGtTShLkFtZejx7ZEMkRmYAR6J5fBwaPeXf,38741554666415184,57457757345871
oraXR4dy2Y3XpRsfjoz6tfzZCmZWRYwgs2XWL1bbEurJzeZ,14948551592112716,22170257684481
qmmNufxeWaAUznVqMTstJ4ZBTt2qUPZD1hnS8yhcssiewPk,6223248361887620,9229724964817
sccgZNrLK9WBvek5RN5iqcb4b2Wz6Fo2LbUbFUMxg8E39uD,4398475294222644,6523396604069
pX6ePTEugu7iKNK1EKmJsnNUmtH9n7vGpjRmeWFDKKLeNhS,3343554386557289,4958839113962
raA6knE6Gw2D8DZ5viCcdX4Km6NKvZUNTAW3jYMfLRr7DFw,3123852515303337,4632998374848
pPfzJGG98FNAZ1SBnSEKjcnFXjGZv3sGGyvdks8wo3xZCtR,2644689902747218,3922350354692
u3m9z8xCy7mYHwPfV61RhR1KrvBLPx6htnTent8BUzMxK3k,2550896839804846,3783245481445
rMEKztg1TB78mdbBrvDybyS684c7GuCYLDttcuY7sS5BtcD,2506293890746129,3717094666228
pvo8M7vYvYJQ7ymFxPThDMf7XLfZxRyyeCeF5DWNBgGZ8CX,2490981470128316,3694384752912
tKb2yNW1iAdTqoY9huLQWThKxedAxa5EpmAoVbB48ndMkKr,1910245400786989,2833092725745
sfyxDFLkQQCx9f7oJiL32725mF7dM5GXGphUSxmC9Zq9Xec,1841457375813459,2731072926043
q7Ez3pct2MRfMUPGqGXVGzKZWyFPtdRPV3SZtcWG8wWS865,1727792001660940,2562495347189
rr26EV9S53mN2uqaGdhmB9c72PQ4FcrxMFWTVUTR2t5V672,1726970152524432,2561276459391
q25YZ54M9ScUYcL85V2Svz6dj1HwEH9qP3wU9qhBJdaPcJZ,1606211491450371,2382178797845
sNp5PjKjGj75E2tUaMSbSKAx3vjhb4oDWzgxRkhcR8tKVJG,1503628117132262,2230036978034
rPtbkExLtpN8bURTZ8x89kLiWMLt36a5Fa9ws1A1QcigxGs,1391372519670110,2063550244725
rkgKEZM4KipBdUCUtXSH11iDTYtSr57V2grRn7GJ6BjpPRd,1341310632705625,1989303256491
sGgT1bCh5sGBaK5LfzUmDWZbxUnRiqV2QK7oxNA4iixdamM,1212866365741145,1798807041580
rc55z5b1Vcw3fLgNTLQ61ff4pmYpRfm1msoFVbE5AZHePhG,1024508397676609,1519452572809
pr16QdPB3R1abs1Bgb5MpUsv7A8563f3s2pKgsrK4nxPnth,951665743299605,1411419335742
otzGKKc1MwU7nnwwP6fjvFwCkBpaSkH3CTswgcWxES59EWT,908786097520496,1347824358631
sUNTkFU4kzWVY2uHVyhys5EbnDfDNuuXypXCnszPj8vgsgc,899005543783062,1333318779591
q4yXYKcxsHVGPkd8rzuKH2Ps1XtYY6fi43LocgsCi8YrZSB,803625000405250,1191859507651
u3RHxB6D4E45ZJy9S18VjMLSPctT3wFiePuFNY4LSawhmEH,780705939371183,1157868154985
pcwZRssb7emicVWB9WPbQZKXUnExaAoDERUEdyaMdZEb9JQ,761731450975108,1129727014047
pamjdmm4cNmbMf3J9onktFK7fkCaibKGbZNDBhK1fZ1foUq,589358060587930,874079337463
pcwwLWUga1mQ4Yk9U9QyotAJDv6aHKhkt5UaUZeyqdyEEPv,547598732693368,812145908364
t18NgEByDA7JbLurN76nsQ42Qjvo8P5BoWJazSRedkwu6g1,513240370545219,761188881675
rtck6P2k7NBrBGqVUyNxKivaCRzwqbR8bumqPMEVbCLpqMw,501151914454679,743260443266
pSNnT7VtWMuGo7wTb6hKiCsbqVQUgaVCUudDQSA4FKJ8MpN,474380210137479,703555219672
rJHecYaHLpDqRJBwZyMiRL7axHwo6LXJPmQfA1z3ZMXEMpQ,467738661117405,693705111299
s7J9QFNC2VY5Ax93GBJhT7bhxkivU7bEr84mD1Z7tesvcM8,451692161371310,669906482240
pCtcr6gtc4sNVQGhWTiFZ3CfTuMpAy6hcv9JMBBW8hQHLJ1,434989680684305,645134965179
snZpPweiSi31YY31ixTQ2S2HDzDYE8NVaMmEviB4ErLZVP8,433310555549886,642644647861
rkHmioGyuzq6SRXYRgu4tRXuN3QXFy2zgDAFChuVEBDDqKP,429790087732716,637423427718
syGXy3CPgimoFkvQfrtiaPxwhw9cgoxFgxbn1YSbHG1C4fm,384415001971829,570127453418
pigcHgeJfVFzU1vXcyFaRdi6ALTvD4WknFDuxenAePtad2v,373943554990279,554597207796
tgad3uqEVWMDQ7V7XtF6EUQhYYUi6Q6XHwnejH9DA7WvzWY,367662423300461,545281635832
qwVXDCFfvbU7bcv6dXgsJ1EgTbimwQdQay3DJfJxkPCobCA,359861364521824,533711853819
tt3FMqn1zAqwpWWnnPb9Pdn42BrbDceLD6qNrkazoM5pfT8,359150262460873,532657215459
p3Jy3sSZgcmuQM5moZe2ahM1ikoogrp1uNQLs6oLD6Q9JDJ,336633904143680,499263112831
te6AR2pTKjZMLcy7bhjgXuYvpKDvENEW1Cb5GgnNi3uytFc,299827028823274,444674686295
tCcVTDqMam7BciaXGpkU1UyqnFpEDvqLfuA3XakK3N8G2ua,284098636414303,421347843522
