sjfwteyVbEUhJSibVkTT5fBPbDyeJSGr6vgbCHocfVCMmTb,52611535945,0,0
ogV7st4LwGTsuw7YfZyMWjs2VDWK6JUz1TKi5GukFgDkWeP,0,0,34173550000
pAkYAp1qVPrhVHUybVEVGF26ew6jgxUq6hVwhPfvVzoAj1Q,0,0,84750000
pfV49J5VxT1AA9jTLcN6dnQkdJsG2pzvMyzm12dw1UVPRLD,0,0,40143300000
oSp5EoxKSvVE1J4zvPsjgpaQZDbfLNGZtKupRxCz42tFwFm,52972763639,0,0
oi35i3ZPxuzjAxiCg9tCaWm8Pqa28K29qHSSyNr5WMmQmLZ,0,0,591272220000
rRnMJ4LQ6L4JXe3oGmdC6abGZHgRPw4CmJohPBFMHSG7EQq,0,0,331666500000
r7mhs7oyFCax5opmMBdurWbuShwzFQbR5tEjpdfMmhkinDu,9656000000,0,0
q81DCTjpt4PDCvovXjyUS4wJ9Kf6EuLFQcw3PpNWsXvA1av,0,0,100000000
paGAbCDa4EPofFvcDwKv7pQp2zb4s8HHPcvHVEJ8prMBK98,0,0,11370000
qDNLzogXa7kFdMtUr76M1TqnZJK4Eppv4GEm6UUSUSbGjqH,0,0,5444185200000
sNdQMbyPFdRYJMs3WYyE9QHn7HpRp1SseoafihWY3eR9v6h,0,0,680489310000
sxrr2Ybp6z4YoZpma5iimPVYpPw99Y1xo4DN93jYiKFcPcU,0,0,24759840000
qMWzAv3t57bmA8cuxrjTJZZmnrJdkYxQfTDW4QPBWCss6LZ,0,97024947280253,0
sqf5B8uHszv2GysF2b9oTcsBY6dsRn6PkBvv3tchiHno5SJ,0,0,1462483070000
qSMGWriH7sd84WUkiUJULcNwkxkoB5sfJpfZhjZFvUuXsnR,0,0,189328950000
pcpy2JTbaoviE1H33hGPBpCFaMMmQswfEqfTewEbaePUtjb,0,467994367463474,0
pd7NK16gFP3en181KM9VTkfwKhMoXQzqK1J5BKByCeMTJpe,0,139748013479016,0
oaA96cs6SajuD51GFTDX6zXE9QyHgZA2ZHPqGDHvBhQsGV6,0,0,182350160000
p5fhqvwLAeTEKddFW7KQAXLoD9rRoSht8cXHcgHkjYL1nSL,0,0,438460000
qJtogGVMPSJyrsjWUYtxXpQEpXBgcCdqJtM3fbEqDV7vqND,0,172558967886237,0
rA5QLoshSCPqh8v1ybGvCMAsXPaqDuDvVX3k2vv6zvvapvo,14489442132,0,0
q4uwc7KBzwrSstdYUvrQH8vUX86LEP1Gp3QkVpPSGQWjjj6,0,0,391485380000
owLsZNpTiBUCyphZrvS71qCTjzuFmGxAcNiTewZEzrorJRH,0,0,140830000
rhoDDbHZR3L8dkneGLQt14ShhScqTxJGmc5euEfyRyvwNgp,0,5675171939574624,1838981370000
sejv726XwUzKWHG6cv7UxMziEM1N14VssvbYgp6cf4V3fcj,0,0,130998770000
sZmXHp7j9aTpvShz64L5ZL4Xqg4nFTDDNgtxbcVe3ndZ29s,158420000,0,0
pdB6FWHfCBTgC25KyydVUKe4M3UNLGtGxUBeA2mLvofSyzW,0,0,7175150000
rHvcbgZLoU5sssEhi1E44vpYacpcE2znh4AZxmkChxMv2wn,0,0,40381930000
qkWWAURaZD48bqdrieeqWKVgDbxsM5VPnqt551ny5zxTe97,0,0,62261670000
rLX5CQM17FpHVcW4QijSt5UUq7AEfXTJ85P56G7D8A8RA92,0,301084725744537,1593980000
sgu1Ks3ry2SzjTAnjrHwYFR6EAGh4jaYyTHQk4HUNRVaYHo,0,1407722101810273,0
qUuWy34xCxEmtfkfKLDgsdh2CSt4ubonqXUoazB7sFmhxBR,0,0,109620000
pQ62t46qDYRUGyu8cdi9bDkpnZKUM6MeZZe62tHJZyLqSPo,0,141845141105428,0
qtiXcLZLP8xwN2Uuykc4vrrDZafg5tebH3s89w59A1LA7EM,27487323891,0,0
rXTuDfPRpf1rY3hkLwsXVNqGWuKJW1kiaqZ5nNNdNyPxEAj,0,0,25000000000
svvTbhxTYBBWHa2gQdmLucdJnSbtH1kLB2djiiW7KDoft2Y,158370000,0,0
rRpePhukpBMgmMFaC3Vg1L7xhghcXs14ZMFYHmuzNy8P1xg,0,0,192236630000
ofg74LvufJZZNCGmL37Kppsgs1FKJR6ZW3SEX1zDso4wXdn,0,125979974476099,0
oTJgU67j9jntgvXfTptGLJGW1vmk9yFvnQUdMmpReZjZoo2,0,0,46989660000
tYanV8yNskRQgLvhHgz3TidPdvfhG8kVgPnksyCiwvA2GgE,42841807919,0,0
sJLQygciHMFhFU8rox14DrPjvhzqfyRSivuXuDHgXKARDp4,0,0,359594460000
pSAgbmbfZri55ZnCzzCNVin7cLQrW2kzesGuDq66X8xM4GN,0,139524792171855,0
rSWPwVDeBZZkLtqLVTh1x35WNNdpXru816RvjgZpstqfz47,46083396489,171451339450335,0
tgm4m2hYNddqXdTnmysRkcQGthjDstBu9oahApaDv8fNrMU,145021230581,0,55000000000
sqAywGAAAiMuimeGaMeiKecVGg5M2y2myz94f1CxfjqvdBS,0,0,167960120000
qaFmm1BSXESzNk4KBcZiHtXTuv4dWUjwbdHbvbQt4EmfiT8,147940000,0,0
pAtPtTfa1DyFmFFHseWjxF29VbFSP1AUdUF7qdiVy9bPrsB,31895121170,0,0
pAjs9wAhv4LEwUJEzCJFvjbd2jrcx1T4j6kQgtXVDPXLgme,0,0,26009150000
rw5s8ekCDqsxYDSGrr7YBe22B24YBYwSwJCjcVhxPepMJrD,1375578940000,0,0
pDJx656A4TYeJvDvGhMiNVoWskncqii4mVQxyhE8TTFEPdV,0,169033575913789,0
qhMXYTner12MHRRiGxVoo7V9h5p3177fefkyqEZ3vFbes7z,0,141890151450593,183550530000
sLF2QGGuuAS14zkaTEMTqtT87F1Lcgc7LGTWEhWhcNQzsnM,0,0,38929530000
qc4YbQ2igLEhpJ2qQdzuGP5nprZsK6ZR6AU6xCGhDb6orWu,0,0,9916374430000
setdxWunVYKP9AdUPGve8sm1tTkNKUnrPKirVX9yEssxzco,0,0,62199910000
pDDfa9LPrpSUeWTYNZLLWWjdcdkPyArhxADKXwqzqbBQZ7b,0,0,2080351700000
pZt4RqKyF1rRSsvPxkJmiySge2djiv9tQxJb1R6UUN76aiS,56259629707,286290666521541,0
rZMEqjVK41Tuv5Wg1E7atg23qXranHndtXoDmq93gx9mWWn,0,139678298502963,0
rkLWMr3DytNAwhN3ugwfEwVabyaKZMtYYBxcURVNC8CQezr,0,0,491528290000
q2XTJ11aJ2mb5hNTYVKRsKDXfC2qSdZE5UHooTtNZJ4juxr,0,0,199439130000
tCcVTDqMam7BciaXGpkU1UyqnFpEDvqLfuA3XakK3N8G2ua,0,0,17105946528248
pcUZM99LpAUgCVLEhUmfwMaf46dJq6n1bmXdUgnmzXWWZTy,0,139634315695851,0
oqmmf5NNLSDuBQB1CKWX4hxeuKwZGNvUkmmEh5oLUafQFes,0,0,526118870000
rME83yA5AMyUvkU5YKJgujfS8Dxq6iC5cveumqGYmBP1naC,0,0,1084372080000
pQRn35JJ2aERMYE1gqE3b5ddfZ2XgkjJwp5Te891kHXtVh8,5000000000,0,8513120000
sh1fTkkpMzMtDPgBLrJpjLizPiG5ng3Sie3c2WF5T8gqt9i,0,139678298502965,0
ouMnw9vbmrQU4MCQkRrMDgXSZvzQDXzPJnasoAYqdn3FC6q,0,0,1460710000
owCqjUSFeSta7THBwnRtZ1vDgkgE1QCgGndRng4B8Q5X4y1,0,619763795839536,190495810000
sxdyrwLWR62gkVhRHr1ZxTwk1EUMqSzfsFqVMuLXKYem3i2,0,0,186851680000
qemwr6DuJYKcYTyWXGkDSPxLZtGBLNnEm363Y5R11SCt8qi,0,11385805878418,0
u3gTNYhjR6EPx5eccBF49k25ofKgEKicgi3fGgqwwXApsom,518334988,65206840060454,22000000000
qccigP9z9difpvr3jgF2oUiwBN7BfqFvZ2RrkWps57f5hd5,0,0,149113498844
t3o1f81QkzxpUQBUQdYj4JK7PGTCLdu8wkQidnK1PiJsG4a,0,0,964137580000
owcnKQzWh4Lag7mJZRTUtNcRgEkUH4hfgGmXCp64KGhvXFu,0,0,30444682441
rPQDauX1ckMHY7N18JRszV3ezut3bJjWBCbtEYarrDj7rnE,0,0,3155060000
oiFQrK2TfxRkVLQfkBHqgXQWpHE2BCmh7ff2w4JWFaihUga,0,0,181802940000
sCpfUpRQ8toforazYiXM42wPELugdtjKaShtdjcsh7dSfDD,0,2137443509122270,6435522490623
t8yMoX9A5yaQM4YmpsFCSprAj6Kxe7sBJeensWr1t3USkke,0,0,241095170000
ofFsAK7Y3FmZtn2LYY7vfgFyS3LXsptisu4Mobn6kqPn18M,0,0,348466260000
tjETc6pAsadgBm1WGbkqLoBBda7JoJZAWSeU6hzZbMkfBAv,4292834834,0,4000000000
oooZQ7pgBPugNC1ZMrdVyH5tbvDrFvPZZm4Vd2bVWvt7m6J,0,124420389476941,5000000000
qY5Q87HAVUAvpgS79B2oRqF5dWpFjuyieQt4sTLMB8R7vL8,42804198978,0,0
oSGBr5R6SD2zfn1KAMbJ1FuGd1mYnUBAcVuKdP6ATQhs3nY,409780000,147105193623798,0
tjh27vSt63MqA7wPkrhSu4apojcYZVkoUsC5qFA5vvAL8FC,0,0,21501880000
pFQRdFtqsqeWiLqKfHQGexUYH97EEDgr3mnxnzi9VPC2AQb,300000000,0,8730990000
pKF6ip8TzEmqfZrtidacVS2U83vG4JX75HQcR6sj9VLdK5F,0,0,127530000
pStdEtAxQHirvTZDE8CeDRmMcRM4cCa44Wgpf2tso3Ado7L,41091476888,0,0
skNMJy91S4qLK2FNk1KYQE6sTD9J7hM1wA71M6KdLL6cRaL,0,139575974180591,0
ofqJqZ4Z9ty7c9YmNobt9QxGZRozmQj58VqGvjdnMB4DjfN,0,0,1188723950000
qJU9CrPTYxzNeuAyhRBdWw8Tn1etNNtk4uo7HtFJtssdCTN,0,0,1087908080000
oqq3zm3fNyo71vSbVpoFRg46qTGWckYmUpuBtaLsQxSRgsm,0,0,52804560000
s4JvechpabBvd5EvX7Gdpwm893CKPKtXXkREuN9XqAeBDS3,0,0,65117160000
ojASqkA18swo89YgYS4xjetvBDaw1NMUd48omoMMP6T2E5R,0,0,25000000000
sZkwgFYSVpFGPaARRCjwdvG1eDcE77gNFEWRtCKYupQoG3T,0,153596942403551,0
pMAwRJSiBseVjbPDZ3C3dE6c9QCAoLbFZfrY1v69LvERiHB,0,0,229000000000
r1pseT4NvtMB5vPZ1VVyfjQhWGpeNE5iXyvbnt7G2zoLLtw,0,0,10000000
s7DvJMP5wDSBbyTTe382w6pyewd1Vc8gUfrptuvQraUxRgY,0,0,25000000000
oiAQPLUSp8tFACtd2xYx5LAvJQy4Tz7QxW4gS25se6NSd1N,158400000,0,0
rF26zot1XkjuH2fn9sHcNnRriHT3Hq31LmR8bD1wgaqBkS8,0,139590559516115,0
rhSjRbxkmdzg2Eoiung1KFQvZFv3W5dbsqYAJReL1AcYh88,5026530517420,0,0
tNHU2gzR2EvsaKxpck5VZdYpzxUHHrE2yeyqPVFePH3WvbE,0,0,31135480000
tRXHHf87g26BQPYSJ5D1ArVDQpAe75ZWfQdBiufVwCkTb3C,0,142699774358933,0
oywVv1h4gbfJwscJNWeBSiwrLPKDi9cg8ugDNhTh1aZTFcy,0,0,31334120000
thJFg4RKAJpEwbL9mykNnpo4GLHjCDcNM8UMSXCyFf5TVQc,0,0,115983320000
shZMNv5X3wZ3ToiPHMSivgeBzVogjga7NuuW8X3NnwJrCgJ,16671261966,0,0
pLxjLBSoneAH6N8gK47SJsDEoTgARAXi5FWYuekJRXsJPnX,0,8527230070888940,6843108040000
pPhrEfT9XF3YeYfY9QFrBAZVLZNjtfgM1yPa7poEWo4H3Zg,0,175476048633540,1002757490000
sbyfbXaixUfdErFHAjoHeZNGDk8WD4Qw9m68DcFSjmcMTTB,0,0,582827190000
rwM5mfh4auzvemY6F9pAUGi3J5KX8kNpKcx5KwG3rSUPs6n,0,0,3153785620000
qtWTdqBDBbaLSL7EuzMog1n1cVVADLfrHZMtw9DoQxgRuE8,0,140913065416085,0
qi4zCibiFJXjykcBayUij2n9LcBwMRUoSTsd2ZHdJvLNyAL,4038724788,114300892966890,0
qexh4BU6MgJcDvXSqZZGgvcimXDhw2thFfepByTeSBNY6s5,681016376722,0,0
rP7Eq7YB3DXNmBYQXPxCn22TabSzAZBizkDk5DpebwmMhyi,0,0,150357140000
sPXcjEg7vdeHRYRWpoQNiE3uL3YKYHwihpSQo98hKgENwdn,0,0,7191190000
qtqvUPf12W8QZLs4dewZFM2TTsMNozKmEFU3vu14uD2UapM,0,0,126540570000
q3Cx1WVgrXtvQJKQv8zGtwaJXa4VFL8MxGeTT1aYRQiCDN4,0,0,3018446640000
tyLqHaDHhGZGhRv3FWBm3fcQ9XGk8HMPfTc81Ecr5eNpCSk,0,100557728703264,0
okwxv1aSU2tm1XAunx2XMbZS6iHNRCAEWkfEt2VaQmW93Yo,0,0,59130000
pasTTeBwvVjcYeBtoNscDkvnHgiXwdqTw83fiPGVuEpK19R,0,0,316738310000
s1e58PC7UBf2ihUXcVEKM58RbpgVTbGoMy4zHBdvNwY3JLa,0,142641008775666,0
pkKXaALcmKBQjprD69pmZ7aahnftCVFyji3Z2hksLhzXJJx,0,0,1000193410000
tnJEStdae4XP8swtktnirqKEmiCdgpEU1KCjuDissPt4eUc,158400000,0,0
sk7zC2ndte9YP6zn7ZHACRHskrV7f7cgRr8C7PJ2w82JR3D,0,0,1351595700000
qofYLs2H8o1fmCCuZCGUy3rp7WXT8WkgUPEYSt4R55xbxLx,0,0,1146719887022
pQXLvTNeZtJiTCc8XnR78XtZ6kggEiNmtubc7matTnGTrhH,0,139572250663073,0
pDUYM4V4FEWTkaw8xYALmcU7GB2PpRpsxJvkMsD3WLagpDJ,300000000,0,35217080000
s1s1tx7TeDD2WK4cYJoHAymyoNYUcyfT12qUXE4dgVCc3X2,0,0,2000429110000
q5oJcRZo2DAss4gXyPJuiwPc7TcpR94ooWrpvxDygKHQAG1,0,0,100000000
tBhDP6WLkFumdxnrbSH7BsXhNYdDKrZaHfV9dL9df5QN6zK,3000000000,0,40200080000
tzoHqyutZ17wbMJjujtYbpALwaXriKHZYBbNAuTMoc2CN1f,0,0,189161860000
pqfN2dRFuUa4Tag1x5Xw9PDfQgV35nGUEabdw5sMReLDg6D,0,139791981981590,0
oK9cdFBuzGyetoAB2qGK3qxrJkbSiuLiij6DfJLgkbsgGiQ,0,0,119702610000
rnmq4zE5iVv3YUu2a1uMTHzrumfnxtsWnQY7Xcf8XSQq8Gd,0,0,60136390000
