5Fmr9NrTrFL3RV7dBf31a1rkmthyz3wvDCnmGdqh9bY9Pp7x,3352901804,45813496361,114533741,954447841,7635582727
5HdZGjnnFse8vGeFh2S27xKHYxLvjvVuoK1879i2wyXSX8AF,3485307638090,47622667806383,119056669516,992138912633,7937111301064
5Dy5xv3xnEqQLcCPaD5qv75z11brkYLzMJmF4AMG38Ma77cV,32475674568345,443742252435370,1109355631088,9244630259070,73957042072562
5HU1DxoUsjCCfZKQ2emX9uaYHAqHqu7nSAQHQ3pM58RyLooE,4556197226494,62255126235156,155637815588,1296981796566,10375854372526
5CqJcCW5SMqCZBA9KhGsB5KEjuGzfevLZ4998jmhKib1qpdQ,1507294382457,20595421442202,51488553606,429071280046,3432570240367
5EtXZ798ZS9RtzhTbxbCoHYN2ZVdHK5Yzvo3qdQQas5XC3D9,4712243,64387315,160968,1341402,10731219
5E2AnJctXaKKggX9u2Nnwsqpzw8sYxcK3U521xMqVDZHrsBx,6837092989343,93420909142816,233552272857,1946268940475,15570151523803
5GREeQcGHt7na341Py6Y6Grr38KUYRvVoiFSiDB52Gt7VZiN,1112097163,15195511915,37988780,316573165,2532585319
5D4rVcFgrWBptAQT9a17XUmksMq88i265FSiVHsFXCY9evJq,94345724544,1289124394593,3222810986,26856758221,214854065765
5CesEBkUSDJ4U5XBqYTz4yjvijH2jGRsLnRdH8eYBs81v9yz,86461206474753,1181391642185738,2953479105464,24612325878870,196898607030956
5H44BvZyX7zGn54KE6jvTABBwnSfBf6kmsd11dTowbhJupRj,943471038529,12891432412383,32228581031,268571508591,2148572068730
5EP3WQns43NRypgcqqb3sSXAugE73uExLXrtmzP4c9LEehyw,104889266536,1433189610607,3582974027,29858116888,238864935101
5FyFTDE8U2dWyocMnedLBh5PMjCuYsJRjZHAosbrcmLD1Xbc,14145888079,193287077857,483217695,4026814122,32214512976
5E7QPFfwyhbfM4iJPa2WfvgNPwrUAjbZCbMNMbnjZQSdkfKL,485281008778,6630799537241,16576998843,138141657026,1105133256207
5GTz97KnawgGMTZVBPGFZZj6AVMoYy6GXMkNRNPH7s9tRBdT,390134136816,5330728396675,13326820992,111056841597,888454732779
5G7HmJ1T8QPwB617axKgCeiwCPk7WiqqB41KrhKV8fWy3Q8V,10554699,144217658,360544,3004535,24036276
5Ea6L5GjM2Xiykwyhf75Kc6JncNXKMvT6TDhTgkJA9JYApHk,64323645785,878907669965,2197269175,18310576458,146484611661
5DjpRWntrhWigUNZdMhDGmpBfYw2iSJoSW3ZbrGczG4YPZZG,188728207288964,2578751047164556,6446877617911,53723980149262,429791841194093
5EErCfGUa8qgLPs4BaDXXXBG9msjoBBZCvjYCcuUQXkz2Kne,133116080284746,1818876130705470,4547190326764,37893252723031,303146021784245
5Hq41GACzMNR6qupzZdMPsnBFg4wSovv9qJuTZAN8aSwN44z,1676333915447,22905149696235,57262874241,477190618672,3817524949373
5CQ8QRp8VMyAJ1atSoSpdHTF52itZHULHdtKsNijYaA1RW4P,50556311593,690793089877,1726982725,14391522706,115132181646
5G6eEHnBbokT4WrugPQP7Zm1nnbCcqtEANaxKAjPwL4ZHjVM,25642408206,350373629690,875934074,7299450619,58395604948
5G37EjzukybyVa4r8muHbrZ1aTLnHxFBSP9ajCEPonwYCMJK,470719599279,6431834843335,16079587108,133996559236,1071972473889
5DeyCtMXzWQfwdcBKGn84tepbfjdUL1NAB9gs8ADdHEt7Trw,3323515244217,45411963264025,113529908160,946082568001,7568660544004
5CXvrq3GHgsXopmTtCGzhtkLRkEEwtgfyhaFXnskJE8YTyXZ,1792379721111,24490780414479,61226951036,510224591968,4081796735746
5DtkptGAdj7bLoXvTy7qNYc26sx5iggWHVLiojh3bKxMzfiJ,68740013,939252184,2348130,19567754,156542031
5HeB6AnhGdewvUJkufWdbEfoJk4gG2h3ATMdAmszBdCZ27Ve,170234685647,2326058622515,5815146556,48459554636,387676437086
5ESE8xBQvePbGKuCMPTgsyUetUqrqT2eyJcnQgG15nayUMsn,2357832986,32217040421,80542601,671188342,5369506737
5G9Es892oATpPDnfGgGFS5McvYnjZpUVdVq9sfcwMVMTtNZC,10753336047241,146931807336453,367329518341,3061079319509,24488634556076
5DMCXNBU8W7UuMQp6FibbXHm6AcCSx11gaPq8RZYkjmbEiya,1496096384712,20442413850873,51106034627,425883621893,3407068975145
5GdnLe7t2VPrbUVszetCzKKtmH2rTDWoaEqCoQsZP2pzQait,48301224190,659979948147,1649949870,13749582253,109996658025
5FZHxi7j86QuFsTFyvmbJh5RDxh3sBjKeWggn4GS8DRhigGo,976664685632,13344984922933,33362462307,278020519228,2224164153822
5HBVyX6JZkDt8YUWG5RFM5b3FtekJ9HNzMcDw2paEHSaM7m8,47285451044,646100591675,1615251479,13460428993,107683431946
5FHwnP5LRpVz28hoj1jbBeatDsR6hKqy22qETZjzLoZ4SLzz,111468909655,1523092767250,3807731918,31731099318,253848794542
5D4nw4zCRs2zBvfjv2EnZhfdFaVPNBsE4RkxcsVLnvHN1rPC,9425754136,128791947410,321979869,2683165571,21465324568
5DbupDvLeBf8B6Qz8TFT9yzfNvgTceyE847HUkdzxEGnKVoa,2594533485114,35451276932855,88628192332,738568269434,5908546155476
5EZG5iDfZpqLdwe3G4pbgJcSCaUMYPtfRubFXhtuSSmcBCaw,258903303345,3537611966999,8844029917,73700249312,589601994500
