5HdZGjnnFse8vGeFh2S27xKHYxLvjvVuoK1879i2wyXSX8AF,4108197440360,59294673438863,222355025396,1852958544964,14823668359716
5EtXZ798ZS9RtzhTbxbCoHYN2ZVdHK5Yzvo3qdQQas5XC3D9,12015996,173429977,650362,5419687,43357494
5GREeQcGHt7na341Py6Y6Grr38KUYRvVoiFSiDB52Gt7VZiN,2092517384,30201843199,113256912,943807600,7550460800
5EP3WQns43NRypgcqqb3sSXAugE73uExLXrtmzP4c9LEehyw,18740178205,270481826398,1014306849,8452557075,67620456599
5G7HmJ1T8QPwB617axKgCeiwCPk7WiqqB41KrhKV8fWy3Q8V,101197239508572,1460605863443919,5477271987915,45643933232622,365151465860980
5Ea6L5GjM2Xiykwyhf75Kc6JncNXKMvT6TDhTgkJA9JYApHk,125869095039,1816701118863,6812629196,56771909964,454175279716
5G37EjzukybyVa4r8muHbrZ1aTLnHxFBSP9ajCEPonwYCMJK,349525044232,5044785129560,18917944236,157649535299,1261196282390
5DeyCtMXzWQfwdcBKGn84tepbfjdUL1NAB9gs8ADdHEt7Trw,11440936596271,165129989285804,619237459822,5160312165181,41282497321451
5DtkptGAdj7bLoXvTy7qNYc26sx5iggWHVLiojh3bKxMzfiJ,309536665426,4467622542551,16753584535,139613204455,1116905635638
5ESE8xBQvePbGKuCMPTgsyUetUqrqT2eyJcnQgG15nayUMsn,6012361969,86777971297,325417392,2711811603,21694492824
5G9Es892oATpPDnfGgGFS5McvYnjZpUVdVq9sfcwMVMTtNZC,21962061966068,316984105858344,1188690396969,9905753308073,79246026464586
5C5fWZRshPQzdSVnyJo9xjpUJnazWYtpfjVctQKAF9JZ3G2A,120128248929,1733842006002,6501907523,54182562688,433460501501
5DjxYSSBYhbUyvaPkub5S2NQzCeJHuytwWzFNWvEztXGjHyz,119930906005,1730993704662,6491226392,54093553271,432748426166
5D2atEVuNsCz5GJKDd9bVFEZtWp2vcvuC2uHves23FC4tMe2,47465928,685087990,2569080,21409000,171271998
5E2QsndStQ89zAzY9doUv2WvY9HjTpNJ9uC2AB8ZaznbWXNu,14170467767100,204526016805194,766972563019,6391438025162,51131504201299
5FW1NXfD9G9NjFD9d2chnd1oEK2PaQ1rHPCam7zqpJCPesYv,119288903767,1721727520755,6456478203,53803985024,430431880189
5Hm9WbxMuLb2oGqU699c7Nf1f1tkSpm2GRVYWg7NDThKjuNV,9328962160,134647317428,504927440,4207728670,33661829357
5H8hArcS28RvxVdJXRaGdYz9mpZDR299uGMTiYFWzWxC5r4X,1000712256132,14443538144173,54163268041,451360567005,3610884536043
5FUQqzctv4xisbDhrhwzWfJjezYhn5zXSmwHXYMn4Qs2Ezac,90625156663,1308016264477,4905060992,40875508265,327004066119
5CfyFtZ2Rw9gWmDHxDFNBAj4MRuFVPz9e8yofmPbLZRLKWBz,146366480627,2112545172704,7922044398,66017036647,528136293176
5Cf9vyQBhhpycKH5eoRf7nCPsCicmZEnERUqzY1nff3RHiTq,7607378953,109799262891,411747236,3431226965,27449815723
5CJX5TSEokNNvgN23BKDLg5wPrC1hjmNb99hwndgEJK5x5jK,60564767185030,874146908533771,3278050907002,27317090891680,218536727133443
5HYH1zVDPdszvwKUjDKs11HLgzFT1X6d4ho94BUmJTxqyDSw,9009714719597,130039536763116,487648262862,4063735523847,32509884190779
5D4ejSKFAKvahck5LezMqrKEd3AqmhG3ATtE6Nehamy3WSkT,464347833140,6702052062444,25132695234,209439126951,1675513015611
5FUT3oPmttYxaEe8KbdXCwovvz7tSQHqmGzz968yGZtAcT8s,1201233420657,17337711839738,65016419399,541803494992,4334427959935
5FLXTXyMkRnGQLC4LrgtD22yMZP3mqrgqs6nSnoi62A6d8U6,1846480158762,26650724463604,99940216739,832835139488,6662681115901
5HNpf9ydo2C2TFBS1frahQeNDVdG2QABGckGsBNKxPq44Mgb,2859151206,41266866930,154750751,1289589592,10316716733
5Dtu2D65WXPBt5jkGSDpKYfJLvS5fJW7NEPGzro1VZg2SXvT,622823723107,8989375463985,33710157990,280917983250,2247343865996
5FRBAAMoPshaG4fJoXShYMBG4FdGneQi2DZgrsurWqaTr41i,3359551252145,48489269877841,181834762042,1515289683683,12122317469460
5CCk57vH4CbSXybiUW92NvL1pmZqLRFu5nkFBgtZsAaBCMQ8,2195844745,31693193659,118849476,990412302,7923298415
