AccountId,Pool Balance,Incentive Share
5HdZGjnnFse8vGeFh2S27xKHYxLvjvVuoK1879i2wyXSX8AF,0,29144790732
5FcKLw6EjnaSSJ3BDKiH6qKD4Z2zLMjGmcdRBpKvWGUALhZs,0,10503700522
5FhmFuUyfyRQsgsGjitxwTbhCy3yvkASdboN39wHBnrVzf28,0,65008796220
5Dz2LcfsVPVChqqu8XXmYkDAp3cgPEB92EnfK2Q2n13EyT3Q,0,1506718831331
5FuvMyfcg4RPTiUGSfLZcoqbdxgmTESoPMCHPUu42Mc5YgX8,0,196304436441
5HpE5UWgwYzW9ENgJKTwvuW9FQpY9G8DcaCMAbwPLHZENdXF,0,115923041967
5FCQtWidUZHxyoWoo9nJAg4g4QxDdPUaxe3ME8ezVcdP48tR,0,2482499020292
5ENjb3ouip8UnsDVgfDqSk9zcRoq4w4n8rzsxZV9hQ3BDAke,0,314129874660
5DFJsScUySVeJ8UPrQNBwqfjPN4P7ebrGQqQzeRg4J9ucnL1,0,6281024496567
5CUj2qeLRmfHP1SFcwE8NsyufzkH9rKJvhrACi8bZ9HaK3rf,0,12149115191
5GzxcGiwcyDY4Twhoi1aLK5EYhRaokwFJZLd4FEq1NtV1D2W,0,10593553501
5F4sPi6oXEbZQqzQEwW4GoxadwdYccYQZSsJsyTSfs58XubL,0,321115755781
5CqJcCW5SMqCZBA9KhGsB5KEjuGzfevLZ4998jmhKib1qpdQ,0,2342330307550
5CFRpQjcqE4Myakfe9dxJe9KLbVkXePPWMaH6tWpMLNg5eZB,0,1906051699986
5Ck7eEPMDx3MnbVT61RGYwcyptSMzaeqf66HtVMRDupz2nZd,0,30752394677
5DCbULBJjTbRP5KZ16u1D8mE67CQijSTQdhjpThKqbMXumaR,0,12188980113
5F1qqJeVmECzW4fwxj2ymaLB7UhVvUhipZo5RJyu8zeGcWzp,0,15992168209
5F3w3KX8qaUgrA8hxKU8z8yw39zPRbDcxvLCqNg5iSUDssWG,401827024,0
5CyjjpUoDxCFxJfziNcAZ1YFVNcnV58QUkKstDZTsXfpoLUo,7991756189,0
5DXg2bP8w5D59cGJuV8hFZH2vFYGjt9SUanRo3sUFF8SFCBK,0,402867570215
5GNVSdHAo4Q2YS97a43VdqvpkpjNzEESggXoAkN6miykRCnx,10728640156,5310000000000
5GREeQcGHt7na341Py6Y6Grr38KUYRvVoiFSiDB52Gt7VZiN,16354355815,30000000000
5EFBd9EoC3txrgMvDsUbu8PaQ5NiDvTfPaSSLBZSt6P4xVaM,0,2132340899924
5Gy3HBdYRUVpVcUMKNjZJeXRpH7p6TLXkejcxmSz47ahpzLA,0,1132190958637
5ECBrPe4287YbsGJeudbHHB9CAkmprcFb8CwMqFDzoKGNCM5,0,3091646142310
5G6aXzhk8PGgYxuXpMGE96h2it5cNhKxdTSUwSwxhwBa7zLA,0,1814494355056
5GBZm78cDzRxWLWuNtyBqwLQSR56HXaXDjdEHHaoZL47J1UH,0,222606344561
5Gj4mbM3aJpjzkFUDPkpQbWPiW6UE4rh5r6JQbmaGPmEL1MU,0,11370049721
5CoMHs9VQBgUz5sxHmxvvKYupLKJXzZZchC5cSaABgcTQAeu,0,2895725846513
5EP3WQns43NRypgcqqb3sSXAugE73uExLXrtmzP4c9LEehyw,0,102053563412
5Ci3a3phaao3tfsY6fLGKXR4QB6kLWUQ5f7ESSgKoPVHVbBG,0,249197741849
5CyCtCA1aYAHNwy73HvXGLTTRvYCyue8oBu9w1qt3fCTDDgW,0,51684856867
5HgbYY4xQj4jZ7syRrTmrsZWfewezcVP3JzGoTGZ4i5RbvtG,0,29558371535
5HjDuV6ewrj7gf1Sa5WjCFjJiZwgLXMaA1Uh5mrR4uCDqLYA,1571216858,0
5CSwrN2LbEdaMjbhH3avC8qpeezrbTdV1LtohpYdPY8KVgzF,0,775312381523
5DFfKfb5H4SzMis1ZrP2tPWxzTq1aQGwBHrtmceiiEBQNDAy,0,200000000000
5GKboSUiK8B1F7wzgmREddtkCLmPUMuUnSWcEeoMBpmob2QR,0,77671901300
5ENYimB42qGNXTPjUoUH5BZKs2iPXGEKcyDpuakhQkd5xskQ,33081585806,0
5GEjhmwC9255azTEtetNUBjX1czY5Z2dy5NGUoroT3A8DQRb,2546422416,321364537915
5CAyGyhL5j3s7jjgpz3knTdhRPqBMiafLCab6VG2mZeppJND,0,10324796281
5FxeAZhkLnnnPKLy1eZLA5BdA3nStqSEatr9ivgmdJUopMc2,0,12401226417109
5EFM3WZhaY79Yg2bYdKtj4555QjZubM5wGkfd6EWU1tm1SNx,0,399660488855
5EFkQeXtVm9bcspxKRhMfcBK9eW3zeVtZqTvXMZBNZCQvjm5,0,493894019647
5EWh7qtj7mhbohuzQCimXPdXEwAHpYZCNoM67tmk5JxsqDPn,0,42066636962
5GazbzPHLe9cNvSzjMPhubuJEMC41XqhVGf6GBVc3ABktqjf,0,17781741648
5EYCAe5fiQJso5shMc1vDwj12vXpXhuYHDwVES1rKRJwcWVj,1218927770063268,0
5CihrUvSJJYe558gDqUJcBScQN7gSWckYz2kXcFzJZ2Ryh9C,0,11726510050
5G37EjzukybyVa4r8muHbrZ1aTLnHxFBSP9ajCEPonwYCMJK,1187732228520,0
5DAHjTGcLDXCpaZ3gYvQGuVuHg6fvoXFutRRCaqfYsb53VD9,0,1069190553548
5Fq3Xxna9nLWUubJYf5s3QchZMNumh6GqrxTsDKx8j8pevMs,0,139389806179
5Eo8N7SJv4rTqAMSqufXpNzE1kPSTeNPLRT48iEWTKZLYcu4,0,11141938617
5CXvrq3GHgsXopmTtCGzhtkLRkEEwtgfyhaFXnskJE8YTyXZ,0,2063394694191
5CDY4f3DrcSnzU3JUov3QEQzUDKPoq9vH31UG1D6Qaq2LrFL,5034216933,517250845981
5DtkptGAdj7bLoXvTy7qNYc26sx5iggWHVLiojh3bKxMzfiJ,0,10122185968
5D1zdyziSgjFG87kwdbzxR7btTx6RcQ9xmRSktVvw54eEZkZ,0,188066538796
